store_id,menu_name,price,menu_category,created_at,updated_at
75,간바레오도상,40000,-,-,-
75,화요,45000,-,-,-
75,복분자,12000,-,-,-
75,소주,4000,-,-,-
75,맥주,5000,-,-,-
75,청하,6000,-,-,-
75,매화수,6000,-,-,-
75,음료,2000,,,
76,기본 2인분 주문,-,-,-,-
76,막창소금구이,10000,한식,-,-
76,막창양념구이,11000,한식,-,-
76,야채곱창,8000,한식,-,-
76,볶음밥,2000,한식,-,-
76,공기밥,1000,한식,-,-
76,소주/막걸리,3000,-,-,-
76,맥주,4000,-,-,-
76,매화수/청하,4000,-,-,-
76,음료수,1000,-,-,-
77,철판구이,-,-,-,-
77,국내산한돈 삼겹살,11000,한식,-,-
77,칼집 삼겹살,7000,한식,-,-
77,대패 삼겹살,7000,한식,-,-
77,차돌박이,10000,한식,-,-
77,껍데기,6000,한식,-,-
77,초벌구이,-,-,-,-
77,갈릭 삼겹살,8000,한식,-,-
77,불돼지,8000,한식,-,-
77,소금구이막창,8000,한식,-,-
77,양념구이막창,8000,한식,-,-
77,샤브샤브추가,-,-,-,-
77,소고기추가(100g),3500,한식,-,-
77,야채추가,1000,-,-,-
77,칼국수/죽,2000,-,-,-
78,생삼겹살(180g),9900,한식,-,-
78,생목살(180g),9900,한식,-,-
78,생항정살(180g),9900,한식,-,-
78,제주삼겹살(180g),12900,한식,-,-
78,제주목살(180g),12900,한식,-,-
78,소등심(180g),12900,한식,-,-
78,차돌박이(180g),12900,한식,-,-
78,소갈비살(180g),12900,한식,-,-
78,투뿔한우꽃등심(200g),35000,한식,-,-
78,돼지왕갈비(300g),11900,한식,-,-
78,소고기육회,25000,한식,-,-
78,물냉면,5000,한식,-,-
78,비빔냉면,5000,한식,-,-
78,볶음밥,2500,한식,-,-
78,치즈볶음밥,3500,한식,-,-
78,소주,4000,-,-,-
78,맥주,4000,-,-,-
78,클라우드,5000,-,-,-
78,탄산음료,2000,-,-,-
79,크리스피치킨,10500,양식,-,-
79,크리스피치킨 순살,12500,양식,-,-
79,양념치킨,11900,양식,-,-
79,양념치킨 순살,13900,양식,-,-
79,반반치킨,11500,양식,-,-
79,반반치킨 순살,13500,양식,-,-
79,파닭치킨,13500,양식,-,-
79,파닭치킨 순살,15500,양식,-,-
79,샐러드 치킨,13500,양식,-,-
79,샐러드 치킨 순살,15500,양식,-,-
79,어니언치킨,13500,양식,-,-
79,어니언치킨 순살,15500,양식,-,-
79,치즈칠리로스트,11900,양식,-,-
79,치즈칠리로스트 순살,13900,양식,-,-
79,간장치킨,10900,양식,-,-
79,간장치킨 순살,12900,양식,-,-
79,불닭치킨,11500,양식,-,-
79,불닭치킨 순살,13500,양식,-,-
79,콜라/사이다 S,1500,-,-,-
79,콜라/사이다 L,2000,-,-,-
79,생맥주 1000cc,6000,-,-,-
80,현미베이크,-,-,-,-
80,오리지널 현미베이크,11900,양식,-,-
80,오리지널 현미베이크 순살or날개,13900,양식,-,-
80,갈릭 현미베이크,12900,양식,-,-
80,마늘아 현미베이크,13900,양식,-,-
80,강정 현미베이크,12900,양식,-,-
80,칠리 현미베이크,12900,양식,-,-
80,핫소스 현미베이크,12900,양식,-,-
80,파파닭 현미베이크,13900,양식,-,-
80,로스트,-,-,-,-
80,오리지날 로스트,10900,양식,-,-
80,오리지날 로스트 순살or날개,12900,양식,-,-
80,바베큐 로스트,12900,양식,-,-
80,치즈칠리 로스트,12900,양식,-,-
80,데리갈릭 로스트,12900,양식,-,-
80,깐풍기 로스트,12900,양식,-,-
80,두반장 로스트,12900,양식,-,-
80,맥주 1000cc,5000,-,-,-
81,연탄막창구이,12000,한식,-,-
